credit_card_id,customer_id,card_type,card_limit,current_balance,last_payment_date,payment_due_date,payment_status,credit_utilization,credit_card_number,bank_name
1775,1322,mastercard,25000,1791,2024-02-23,2024-03-24,Pending,0.07,2248540779971376,Central Bank of India
1776,1164,visa,40000,7104,2024-02-28,2024-03-29,Paid,0.18,4650212027568639,SBI
1777,1164,mastercard,200000,87941,2024-10-04,2024-11-03,Paid,0.44,2224354729576055,Yes Bank
1778,1164,amex,25000,17746,2024-06-24,2024-07-24,Paid,0.71,3.43689E+14,SBI
1779,233,visa,200000,2877,2024-05-22,2024-06-21,Pending,0.01,4192891957950910,Kotak Mahindra
1780,233,visa,300000,16969,2024-01-05,2024-02-04,Paid,0.06,4296971807009292,IDFC First Bank
1781,370,visa,200000,148058,2024-04-21,2024-05-21,Paid,0.74,4519601079439122,Bank of Maharashtra
1782,184,mastercard,15000,787,2024-04-17,2024-05-17,Pending,0.05,5444564268600861,SBI
1783,184,mastercard,15000,5843,2024-03-28,2024-04-27,Pending,0.39,2663948541347666,Union Bank of India
1784,184,visa,50000,49272,2024-10-17,2024-11-16,Pending,0.99,4654830730670263,Bank of India
1785,310,visa,400000,353729,2024-02-07,2024-03-08,Paid,0.88,4036269141664269,Canara Bank
1786,310,mastercard,400000,264020,2024-02-29,2024-03-30,Paid,0.66,2243835878477670,RBL Bank
1787,310,discover,15000,9620,2024-07-16,2024-08-15,Pending,0.64,6011057588100531,Bajaj Finserv
1788,1346,visa,40000,10565,2024-01-05,2024-02-04,Paid,0.26,4651442930488885,IDBI Bank
1789,1346,visa,300000,48911,2024-03-26,2024-04-25,Overdue,0.16,4633430309443246,Yes Bank
1790,1346,visa,500000,357281,2024-07-06,2024-08-05,Overdue,0.71,4488340596393978,Punjab National Bank
1791,923,visa,150000,135345,2024-06-18,2024-07-18,Overdue,0.9,4145270673921810,Andhra Bank
1792,923,mastercard,100000,17196,2024-05-07,2024-06-06,Pending,0.17,2261933386078192,Indian Bank
1793,923,amex,200000,112958,2024-02-11,2024-03-12,Paid,0.56,3.44387E+14,Union Bank of India
1794,1189,visa,30000,20001,2024-01-25,2024-02-24,Overdue,0.67,4598903910600142,SBI
1795,1189,visa,200000,164571,2024-07-15,2024-08-14,Pending,0.82,4800816357976961,Axis Bank
1796,281,visa,25000,10143,2024-02-20,2024-03-21,Overdue,0.41,4255583077229481,SBI
1797,47,mastercard,20000,14903,2024-10-05,2024-11-04,Pending,0.75,5588249093926006,Bank of Baroda
1798,47,mastercard,25000,2233,2024-08-01,2024-08-31,Pending,0.09,2475108398841729,Bank of Maharashtra
1799,47,mastercard,50000,5847,2024-05-26,2024-06-25,Paid,0.12,2563734008463803,Bank of Baroda
1800,56,mastercard,40000,31015,2024-09-26,2024-10-26,Pending,0.78,2247853736069122,IDBI Bank
1801,734,visa,20000,18636,2024-02-10,2024-03-11,Pending,0.93,4583021200424797,ICICI
1802,300,mastercard,40000,26275,2024-01-17,2024-02-16,Pending,0.66,2401509008170327,Andhra Bank
1803,300,visa,100000,48068,2024-06-16,2024-07-16,Overdue,0.48,4885363250152950,Andhra Bank
1804,300,amex,50000,5471,2024-09-03,2024-10-03,Overdue,0.11,3.40933E+14,Central Bank of India
1805,1417,mastercard,40000,2796,2024-01-16,2024-02-15,Overdue,0.07,2249794391533333,ICICI
1806,1417,visa,400000,294020,2024-07-24,2024-08-23,Paid,0.74,4040300175580073,Punjab National Bank
1807,1417,discover,40000,24629,2024-08-23,2024-09-22,Paid,0.62,6599284044644544,Bank of Maharashtra
1808,654,mastercard,20000,7308,2024-01-01,2024-01-31,Pending,0.37,2277557535254560,IDBI Bank
1809,1499,visa,50000,30531,2024-08-25,2024-09-24,Pending,0.61,4587691008499575,Federal Bank
1810,106,mastercard,20000,2812,2024-01-28,2024-02-27,Paid,0.14,2290086089571032,Axis Bank
1811,814,mastercard,500000,227076,2024-10-22,2024-11-21,Paid,0.45,2505136701835652,Union Bank of India
1812,814,mastercard,20000,10396,2024-07-24,2024-08-23,Pending,0.52,2369626617070977,Andhra Bank
1813,1072,mastercard,30000,23012,2024-09-29,2024-10-29,Overdue,0.77,2252328039813239,Bajaj Finserv
1814,1072,visa,40000,29791,2024-04-02,2024-05-02,Paid,0.74,4608250318299061,Federal Bank
1815,292,visa,100000,19072,2024-05-09,2024-06-08,Overdue,0.19,4315247316707313,Kotak Mahindra
1816,292,mastercard,200000,8211,2024-04-13,2024-05-13,Overdue,0.04,5306336121835829,Union Bank of India
1817,481,visa,500000,189526,2024-04-04,2024-05-04,Pending,0.38,4798325605271146,Bajaj Finserv
1818,1568,visa,15000,3465,2024-08-11,2024-09-10,Paid,0.23,4445424323369113,Central Bank of India
1819,1568,mastercard,40000,11541,2024-02-28,2024-03-29,Paid,0.29,2243443914319673,Punjab National Bank
1820,1347,visa,40000,26546,2024-06-23,2024-07-23,Paid,0.66,4877679941929286,Indian Bank
1821,1347,mastercard,75000,68783,2024-03-25,2024-04-24,Paid,0.92,2252143541478649,IDFC First Bank
1822,1347,discover,15000,1514,2024-11-08,2024-12-08,Pending,0.1,6011563300458990,Canara Bank
1823,1294,mastercard,25000,6507,2024-11-14,2024-12-14,Pending,0.26,5485960587354695,Central Bank of India
1824,189,mastercard,100000,70189,2024-06-18,2024-07-18,Overdue,0.7,2666071510205075,Bank of Baroda
1825,189,mastercard,50000,45409,2024-01-08,2024-02-07,Overdue,0.91,2267405355201653,Union Bank of India
1826,53,visa,150000,52051,2024-06-01,2024-07-01,Paid,0.35,4456313858165804,Bank of Maharashtra
1827,53,visa,50000,43520,2024-02-22,2024-03-23,Overdue,0.87,4498543149099715,Canara Bank
1828,53,visa,25000,15029,2024-10-06,2024-11-05,Paid,0.6,4402822623514828,Bajaj Finserv
1829,895,mastercard,20000,13316,2024-07-27,2024-08-26,Pending,0.67,2254552154035231,RBL Bank
1830,895,visa,100000,16478,2024-08-01,2024-08-31,Overdue,0.16,4880233960046765,IDBI Bank
1831,895,rupay,200000,25544,2024-05-25,2024-06-24,Paid,0.13,6.2917E+13,Kotak Mahindra
1832,490,mastercard,400000,286306,2024-04-28,2024-05-28,Paid,0.72,5551389601621096,Andhra Bank
1833,490,mastercard,30000,11406,2024-10-27,2024-11-26,Paid,0.38,2704677829079029,Kotak Mahindra
1834,1257,visa,50000,23841,2024-04-03,2024-05-03,Paid,0.48,4319690539305900,Indian Bank
1835,1257,mastercard,150000,32701,2024-05-23,2024-06-22,Overdue,0.22,5545142548122994,Bajaj Finserv
1836,1257,rupay,100000,54270,2024-04-21,2024-05-21,Pending,0.54,6.24881E+13,Federal Bank
1837,67,mastercard,150000,88034,2024-02-26,2024-03-27,Paid,0.59,2222096841657873,Bank of Baroda
1838,67,mastercard,75000,48905,2024-08-28,2024-09-27,Paid,0.65,2651002332466907,Federal Bank
1839,67,visa,150000,114262,2024-02-27,2024-03-28,Pending,0.76,4523192215352258,Indian Bank
1840,411,mastercard,300000,148503,2024-04-13,2024-05-13,Overdue,0.5,2240303847466160,Andhra Bank
1841,504,visa,20000,3401,2024-09-30,2024-10-30,Paid,0.17,4862983525336190,HDFC
1842,504,mastercard,20000,16266,2024-08-10,2024-09-09,Overdue,0.81,5390317538258661,Andhra Bank
1843,504,rupay,20000,14552,2024-09-18,2024-10-18,Overdue,0.73,6.29873E+13,ICICI
1844,76,mastercard,75000,27770,2024-04-05,2024-05-05,Paid,0.37,2233305900903384,IDBI Bank
1845,591,mastercard,20000,6408,2024-01-05,2024-02-04,Pending,0.32,2276352111870828,Axis Bank
1846,591,mastercard,500000,479214,2024-10-14,2024-11-13,Pending,0.96,2270464580561147,Central Bank of India
1847,591,mastercard,15000,6138,2024-01-28,2024-02-27,Paid,0.41,2299736548077887,RBL Bank
1848,1464,mastercard,40000,17334,2024-10-19,2024-11-18,Pending,0.43,5232519109043164,Central Bank of India
1849,1555,visa,15000,14748,2024-05-28,2024-06-27,Pending,0.98,4010486309848308,ICICI
1850,1555,visa,15000,2512,2024-07-10,2024-08-09,Pending,0.17,4241516511276798,RBL Bank
1851,1555,mastercard,50000,11168,2024-10-03,2024-11-02,Overdue,0.22,2466452707054363,Central Bank of India
1852,156,visa,150000,102593,2024-10-17,2024-11-16,Paid,0.68,4745496770455121,Andhra Bank
1853,156,mastercard,15000,13129,2024-10-23,2024-11-22,Overdue,0.88,2286721450050275,Central Bank of India
1854,153,visa,300000,204688,2024-04-03,2024-05-03,Overdue,0.68,4841295739893007,Bank of Baroda
1855,153,mastercard,50000,33900,2024-01-31,2024-03-01,Paid,0.68,5270626028581068,Central Bank of India
1856,153,discover,20000,4139,2024-11-01,2024-12-01,Overdue,0.21,6011095528700671,Axis Bank
1857,577,mastercard,500000,328895,2024-04-21,2024-05-21,Pending,0.66,2310816805985561,Federal Bank
1858,577,visa,50000,13353,2024-05-09,2024-06-08,Paid,0.27,4492998401484755,SBI
1859,312,visa,75000,1512,2024-07-22,2024-08-21,Overdue,0.02,4144722082072214,Bank of Maharashtra
1860,312,visa,15000,10126,2024-07-27,2024-08-26,Overdue,0.68,4792258763475561,Federal Bank
1861,312,visa,200000,100245,2024-02-24,2024-03-25,Paid,0.5,4789787798478773,Punjab National Bank
1862,1497,mastercard,300000,187758,2024-01-22,2024-02-21,Paid,0.63,5336308832578893,Yes Bank
1863,1497,visa,40000,12702,2024-03-10,2024-04-09,Overdue,0.32,4845560387513512,Yes Bank
1864,255,mastercard,500000,136566,2024-11-10,2024-12-10,Overdue,0.27,2299623900855110,ICICI
1865,255,mastercard,20000,4711,2024-07-28,2024-08-27,Overdue,0.24,2720328336360680,HDFC
1866,122,visa,20000,15044,2024-08-22,2024-09-21,Overdue,0.75,4450327579194436,Axis Bank
1867,1121,visa,25000,9255,2024-03-14,2024-04-13,Pending,0.37,4519040542598976,Bank of Baroda
1868,1121,visa,20000,16195,2024-02-03,2024-03-04,Pending,0.81,4787432733047498,Kotak Mahindra
1869,427,mastercard,20000,16090,2024-01-28,2024-02-27,Paid,0.8,5192394162966745,Central Bank of India
1870,427,visa,100000,82009,2024-07-31,2024-08-30,Paid,0.82,4062569899120928,Kotak Mahindra
1871,427,rupay,75000,49185,2024-08-02,2024-09-01,Pending,0.66,6.29867E+13,Bank of Baroda
1872,1241,visa,40000,664,2024-06-13,2024-07-13,Paid,0.02,4635676702621832,Bank of Maharashtra
1873,1241,visa,20000,11233,2024-07-03,2024-08-02,Pending,0.56,4078631737357807,Bajaj Finserv
1874,857,visa,25000,17096,2024-11-15,2024-12-15,Overdue,0.68,4782829422173797,IDFC First Bank
1875,857,visa,30000,19861,2024-07-30,2024-08-29,Paid,0.66,4799529129790528,Federal Bank
1876,857,visa,150000,134150,2024-04-06,2024-05-06,Paid,0.89,4020678144293306,Kotak Mahindra
1877,1086,mastercard,20000,7109,2024-08-07,2024-09-06,Paid,0.36,5429474249607226,Canara Bank
1878,1086,visa,30000,2734,2024-04-20,2024-05-20,Overdue,0.09,4389279357988016,Punjab National Bank
1879,232,mastercard,40000,31560,2024-06-04,2024-07-04,Paid,0.79,2420609671388425,SBI
1880,232,mastercard,400000,289143,2024-01-29,2024-02-28,Overdue,0.72,5491001378112125,Indian Bank
1881,232,mastercard,400000,259942,2024-09-20,2024-10-20,Pending,0.65,2362217353483991,RBL Bank
1882,536,mastercard,30000,8195,2024-03-27,2024-04-26,Paid,0.27,2383066161491679,Kotak Mahindra
1883,536,mastercard,75000,13486,2024-06-22,2024-07-22,Overdue,0.18,2226522205788893,Bank of Maharashtra
1884,536,mastercard,25000,6744,2024-02-16,2024-03-17,Overdue,0.27,2715658005667271,Bajaj Finserv
1885,960,mastercard,100000,55540,2024-07-20,2024-08-19,Overdue,0.56,2263829765007018,IDFC First Bank
1886,960,mastercard,200000,28195,2024-10-20,2024-11-19,Overdue,0.14,2248720205773972,Union Bank of India
1887,960,mastercard,30000,18584,2024-01-05,2024-02-04,Pending,0.62,2716836964347452,Bank of India
1888,1007,visa,100000,21921,2024-05-13,2024-06-12,Paid,0.22,4951573669183235,RBL Bank
1889,1007,mastercard,200000,107428,2024-10-13,2024-11-12,Pending,0.54,5250742622225368,Andhra Bank
1890,1007,rupay,150000,92341,2024-06-10,2024-07-10,Pending,0.62,6.22247E+13,Bank of Baroda
1891,454,mastercard,75000,24368,2024-02-06,2024-03-07,Pending,0.32,5233072051892542,Yes Bank
1892,454,visa,30000,21527,2024-08-23,2024-09-22,Pending,0.72,4677080852684063,Bank of India
1893,454,discover,500000,164863,2024-04-02,2024-05-02,Paid,0.33,6011421573627595,HDFC
1894,305,mastercard,400000,5715,2024-04-30,2024-05-30,Overdue,0.01,2471544803275687,Canara Bank
1895,305,visa,100000,74379,2024-05-23,2024-06-22,Pending,0.74,4911659484996155,Yes Bank
1896,603,visa,75000,37173,2024-11-12,2024-12-12,Overdue,0.5,4105932488722729,Kotak Mahindra
1897,603,visa,20000,18381,2024-09-12,2024-10-12,Pending,0.92,4249949849146783,Andhra Bank
1898,603,visa,200000,169415,2024-04-05,2024-05-05,Pending,0.85,4299090002179946,Central Bank of India
1899,440,mastercard,50000,12985,2024-04-13,2024-05-13,Paid,0.26,2294843574576116,ICICI
1900,440,mastercard,100000,6133,2024-05-14,2024-06-13,Pending,0.06,2367429254438678,Central Bank of India
1901,313,visa,20000,14836,2024-08-08,2024-09-07,Paid,0.74,4045570318908168,Andhra Bank
1902,583,mastercard,200000,100363,2024-03-17,2024-04-16,Paid,0.5,2267612676007400,Bank of Maharashtra
1903,1055,visa,40000,1168,2024-01-27,2024-02-26,Overdue,0.03,4012860002926413,Bank of Maharashtra
1904,1055,visa,100000,37272,2024-08-24,2024-09-23,Paid,0.37,4693280667734653,Union Bank of India
1905,1561,visa,150000,138284,2024-07-16,2024-08-15,Paid,0.92,4997578821434430,Canara Bank
1906,1561,visa,20000,15397,2024-04-26,2024-05-26,Paid,0.77,4858698281872776,Central Bank of India
1907,1561,mastercard,40000,20787,2024-01-24,2024-02-23,Pending,0.52,5224462209101824,Union Bank of India
1908,901,visa,150000,82096,2024-05-17,2024-06-16,Pending,0.55,4998685369637669,Andhra Bank
1909,901,visa,75000,39117,2024-04-08,2024-05-08,Overdue,0.52,4078101847068504,IDBI Bank
1910,102,mastercard,300000,63655,2024-09-27,2024-10-27,Pending,0.21,2537165783581118,Andhra Bank
1911,1202,visa,15000,3670,2024-03-19,2024-04-18,Paid,0.24,4448873877351371,HDFC
1912,1202,visa,20000,10579,2024-07-28,2024-08-27,Overdue,0.53,4833013944788338,Central Bank of India
1913,641,visa,25000,2884,2024-01-29,2024-02-28,Paid,0.12,4923900615325518,Bank of India
1914,641,visa,400000,27520,2024-09-11,2024-10-11,Pending,0.07,4882795235680519,ICICI
1915,1067,visa,15000,4985,2024-11-05,2024-12-05,Paid,0.33,4594195225098542,IDFC First Bank
1916,1067,mastercard,400000,321257,2024-08-09,2024-09-08,Pending,0.8,2254517418261816,IDFC First Bank
1917,1067,rupay,25000,4514,2024-10-02,2024-11-01,Overdue,0.18,6.22308E+13,Punjab National Bank
1918,1362,mastercard,25000,24675,2024-01-29,2024-02-28,Overdue,0.99,2714004885323787,Central Bank of India
1919,893,mastercard,300000,64158,2024-02-29,2024-03-30,Overdue,0.21,5523265153902479,RBL Bank
1920,893,visa,200000,125285,2024-01-23,2024-02-22,Overdue,0.63,4393689505051620,Bajaj Finserv
1921,893,amex,50000,47897,2024-03-31,2024-04-30,Pending,0.96,3.77708E+14,Yes Bank
1922,161,visa,40000,19414,2024-10-31,2024-11-30,Overdue,0.49,4731258450512852,SBI
1923,161,mastercard,150000,63537,2024-09-11,2024-10-11,Overdue,0.42,2247431662346960,Kotak Mahindra
1924,161,rupay,20000,2462,2024-08-29,2024-09-28,Pending,0.12,6.23322E+13,HDFC
1925,1401,visa,100000,50470,2024-02-29,2024-03-30,Paid,0.5,4149582274120139,Bajaj Finserv
1926,1401,visa,50000,13674,2024-10-19,2024-11-18,Overdue,0.27,4923745414112215,RBL Bank
1927,178,mastercard,500000,495127,2024-02-20,2024-03-21,Pending,0.99,5503343744858908,IDBI Bank
1928,178,visa,150000,27698,2024-07-24,2024-08-23,Paid,0.18,4267739538553770,Yes Bank
1929,566,mastercard,75000,59301,2024-06-28,2024-07-28,Overdue,0.79,2228928278405729,RBL Bank
1930,566,visa,500000,209822,2024-02-12,2024-03-13,Paid,0.42,4250643113945642,SBI
1931,77,mastercard,75000,21521,2024-10-29,2024-11-28,Overdue,0.29,2711052415880936,Indian Bank
1932,77,visa,25000,15104,2024-10-06,2024-11-05,Paid,0.6,4107303212282349,Axis Bank
1933,1068,visa,15000,14648,2024-07-19,2024-08-18,Pending,0.98,4573010168814554,Bank of Baroda
1934,1068,mastercard,15000,7802,2024-05-07,2024-06-06,Overdue,0.52,2295686020538241,RBL Bank
1935,1068,amex,50000,17404,2024-03-11,2024-04-10,Paid,0.35,3.73809E+14,Federal Bank
1936,3,visa,50000,28277,2024-07-05,2024-08-04,Paid,0.57,4316342653938248,Punjab National Bank
1937,3,mastercard,150000,112944,2024-06-15,2024-07-15,Overdue,0.75,2720333571916857,Canara Bank
1938,3,discover,100000,35728,2024-04-19,2024-05-19,Pending,0.36,6011371254188153,Axis Bank
1939,1235,visa,300000,200551,2024-02-14,2024-03-15,Overdue,0.67,4768947007982594,Central Bank of India
1940,1235,visa,40000,12415,2024-08-15,2024-09-14,Pending,0.31,4394948798764284,Bank of Baroda
1941,1009,mastercard,150000,129398,2024-07-30,2024-08-29,Overdue,0.86,2708482078424687,Central Bank of India
1942,1009,visa,300000,26147,2024-01-17,2024-02-16,Overdue,0.09,4818895086323190,Yes Bank
1943,609,visa,30000,3774,2024-01-07,2024-02-06,Paid,0.13,4758888754702300,ICICI
1944,892,mastercard,30000,2157,2024-01-24,2024-02-23,Overdue,0.07,2447605562611767,Axis Bank
1945,892,mastercard,30000,28921,2024-04-08,2024-05-08,Overdue,0.96,2245335875659600,Union Bank of India
1946,892,mastercard,75000,13278,2024-01-07,2024-02-06,Paid,0.18,2228998206063718,IDFC First Bank
1947,299,mastercard,30000,5604,2024-11-08,2024-12-08,Paid,0.19,2244246730109882,Bank of India
1948,299,mastercard,400000,312639,2024-09-09,2024-10-09,Pending,0.78,2720711872755506,HDFC
1949,299,visa,25000,16490,2024-01-05,2024-02-04,Overdue,0.66,4691404204546782,Andhra Bank
1950,34,mastercard,400000,160077,2024-01-23,2024-02-22,Overdue,0.4,2456331993706435,Yes Bank
1951,34,visa,50000,44659,2024-07-03,2024-08-02,Paid,0.89,4910289826012023,Bank of Baroda
1952,34,discover,50000,29833,2024-03-18,2024-04-17,Paid,0.6,6565420675950756,HDFC
1953,238,mastercard,75000,43785,2024-05-26,2024-06-25,Paid,0.58,5585971141161483,Bank of Baroda
1954,238,mastercard,20000,5594,2024-07-31,2024-08-30,Overdue,0.28,2284659676708064,HDFC
1955,296,mastercard,100000,76435,2024-05-25,2024-06-24,Paid,0.76,2243881217837281,Bajaj Finserv
1956,296,visa,100000,14337,2024-11-01,2024-12-01,Paid,0.14,4035229235873698,HDFC
1957,716,mastercard,30000,17212,2024-04-05,2024-05-05,Overdue,0.57,2383608544012472,Bank of Baroda
1958,716,visa,500000,49235,2024-04-25,2024-05-25,Paid,0.1,4654593323394655,Indian Bank
1959,1320,mastercard,100000,64312,2024-11-09,2024-12-09,Overdue,0.64,2704603151383938,Bank of India
1960,73,mastercard,300000,255062,2024-03-24,2024-04-23,Pending,0.85,2676736501095291,Bank of India
1961,73,mastercard,15000,13561,2024-02-12,2024-03-13,Pending,0.9,2229012926377231,Indian Bank
1962,240,mastercard,150000,126970,2024-06-22,2024-07-22,Paid,0.85,5139229706643234,IDFC First Bank
1963,1364,visa,25000,13445,2024-04-28,2024-05-28,Paid,0.54,4958060007824574,Punjab National Bank
1964,1364,mastercard,100000,4050,2024-05-07,2024-06-06,Paid,0.04,2240823391563443,Bank of Maharashtra
1965,710,mastercard,50000,13520,2024-03-06,2024-04-05,Overdue,0.27,2221007568569762,SBI
1966,710,visa,75000,14146,2024-07-05,2024-08-04,Pending,0.19,4488909460858280,Federal Bank
1967,710,amex,150000,45862,2024-05-22,2024-06-21,Pending,0.31,3.72551E+14,Bank of India
1968,203,mastercard,75000,54695,2024-07-21,2024-08-20,Pending,0.73,5492320505969507,Indian Bank
1969,998,visa,15000,9494,2024-07-25,2024-08-24,Overdue,0.63,4612153156292491,Canara Bank
1970,998,visa,75000,59641,2024-04-26,2024-05-26,Overdue,0.8,4650231232097879,Bank of India
1971,1098,mastercard,20000,273,2024-03-14,2024-04-13,Pending,0.01,2296395254765814,Punjab National Bank
1972,1098,mastercard,300000,78762,2024-02-08,2024-03-09,Overdue,0.26,2290184630134283,Indian Bank
1973,1195,visa,40000,31904,2024-08-15,2024-09-14,Pending,0.8,4109259794884514,SBI
1974,1195,mastercard,15000,7436,2024-07-08,2024-08-07,Paid,0.5,2270374111570519,Kotak Mahindra
1975,1195,amex,200000,32357,2024-02-17,2024-03-18,Paid,0.16,3.42451E+14,Bajaj Finserv
1976,231,mastercard,15000,7050,2024-11-06,2024-12-06,Pending,0.47,2637856283856732,HDFC
1977,231,visa,40000,9025,2024-03-28,2024-04-27,Pending,0.23,4806057572098075,Indian Bank
1978,1016,visa,20000,8869,2024-10-08,2024-11-07,Paid,0.44,4122900442917924,Kotak Mahindra
1979,1016,mastercard,200000,21159,2024-01-06,2024-02-05,Pending,0.11,2239240497907866,Yes Bank
1980,1016,discover,100000,46482,2024-04-02,2024-05-02,Paid,0.46,6011791693176206,Union Bank of India
1981,273,mastercard,75000,12863,2024-09-12,2024-10-12,Pending,0.17,2269388506112649,Indian Bank
1982,273,mastercard,25000,18478,2024-06-22,2024-07-22,Pending,0.74,2253344432320705,Canara Bank
1983,1338,visa,300000,104598,2024-06-21,2024-07-21,Pending,0.35,4516826552336056,Punjab National Bank
1984,1247,mastercard,150000,52303,2024-07-21,2024-08-20,Pending,0.35,2521303860850100,Indian Bank
1985,670,visa,40000,37136,2024-05-29,2024-06-28,Overdue,0.93,4019084551769214,IDBI Bank
1986,670,visa,75000,57264,2024-04-21,2024-05-21,Paid,0.76,4711803663843158,Punjab National Bank
1987,670,mastercard,400000,164238,2024-02-02,2024-03-03,Overdue,0.41,2265626516781158,Bank of India
1988,928,mastercard,50000,28027,2024-07-14,2024-08-13,Pending,0.56,2453510109154951,Central Bank of India
1989,928,mastercard,100000,3627,2024-02-27,2024-03-28,Overdue,0.04,2228609460741622,HDFC
1990,315,mastercard,20000,4606,2024-04-30,2024-05-30,Overdue,0.23,2270889427206698,Indian Bank
1991,315,visa,200000,134271,2024-08-01,2024-08-31,Pending,0.67,4751326665079119,Punjab National Bank
1992,315,rupay,150000,148261,2024-02-03,2024-03-04,Pending,0.99,6.29292E+13,Union Bank of India
1993,1470,visa,75000,780,2024-03-17,2024-04-16,Pending,0.01,4277487658669400,RBL Bank
1994,1470,mastercard,15000,1387,2024-10-03,2024-11-02,Paid,0.09,2253457826648505,IDFC First Bank
1995,1470,rupay,20000,10927,2024-03-08,2024-04-07,Overdue,0.55,6.27197E+13,Bajaj Finserv
1996,1073,mastercard,15000,1989,2024-01-09,2024-02-08,Overdue,0.13,2720732382785023,Bank of Maharashtra
1997,1073,visa,400000,107512,2024-03-03,2024-04-02,Overdue,0.27,4711154762033972,Punjab National Bank
1998,1445,mastercard,25000,7325,2024-02-20,2024-03-21,Overdue,0.29,2229012185899099,Punjab National Bank
1999,128,mastercard,300000,162996,2024-08-08,2024-09-07,Overdue,0.54,2720228159051970,HDFC
2000,480,mastercard,200000,180296,2024-07-26,2024-08-25,Paid,0.9,5321445512650852,Axis Bank
2001,480,visa,15000,2507,2024-02-29,2024-03-30,Overdue,0.17,4799069348406283,Axis Bank
2002,480,rupay,20000,8100,2024-11-10,2024-12-10,Paid,0.41,6.26201E+13,HDFC
2003,1474,mastercard,75000,7294,2024-10-05,2024-11-04,Paid,0.1,2237103255481221,Indian Bank
2004,1474,mastercard,100000,24123,2024-02-08,2024-03-09,Paid,0.24,2294506576243650,Federal Bank
2005,1474,mastercard,200000,178604,2024-05-26,2024-06-25,Pending,0.89,2651047880036057,Andhra Bank
2006,413,visa,75000,19168,2024-08-31,2024-09-30,Overdue,0.26,4880990199990564,HDFC
2007,413,visa,25000,24399,2024-10-20,2024-11-19,Overdue,0.98,4100941848781296,Yes Bank
2008,413,visa,150000,143309,2024-03-31,2024-04-30,Paid,0.96,4086015677857507,Bajaj Finserv
2009,1567,mastercard,40000,18969,2024-09-23,2024-10-23,Overdue,0.47,2615341787566497,Axis Bank
2010,513,mastercard,50000,43758,2024-08-19,2024-09-18,Pending,0.88,5340669318800315,Union Bank of India
2011,889,mastercard,400000,56274,2024-10-13,2024-11-12,Pending,0.14,2234852325887444,Central Bank of India
2012,1454,mastercard,25000,916,2024-07-25,2024-08-24,Pending,0.04,2613308793888423,IDBI Bank
2013,1454,visa,200000,102086,2024-06-22,2024-07-22,Paid,0.51,4372821308016436,Bank of Maharashtra
2014,1454,amex,15000,10569,2024-01-13,2024-02-12,Overdue,0.7,3.78741E+14,Andhra Bank
2015,1557,mastercard,15000,14878,2024-10-31,2024-11-30,Pending,0.99,2284991670038762,Punjab National Bank
2016,1557,mastercard,400000,240307,2024-10-25,2024-11-24,Pending,0.6,2247476798040391,HDFC
2017,1557,visa,50000,32809,2024-11-15,2024-12-15,Overdue,0.66,4206343392736607,Kotak Mahindra
2018,990,mastercard,400000,275280,2024-07-11,2024-08-10,Pending,0.69,2286393091491191,RBL Bank
2019,41,visa,25000,21493,2024-09-17,2024-10-17,Paid,0.86,4472471028771370,Bank of India
2020,41,mastercard,100000,93740,2024-05-27,2024-06-26,Paid,0.94,2250904080471994,IDFC First Bank
2021,41,rupay,40000,25816,2024-06-04,2024-07-04,Paid,0.65,6.26311E+13,Union Bank of India
2022,443,mastercard,200000,172745,2024-04-03,2024-05-03,Paid,0.86,2702369151329071,Bank of Maharashtra
2023,968,mastercard,25000,22864,2024-10-14,2024-11-13,Pending,0.91,2278955133172557,Bank of Maharashtra
2024,257,mastercard,200000,161867,2024-09-24,2024-10-24,Pending,0.81,2488921309226540,SBI
2025,848,visa,15000,13959,2024-05-17,2024-06-16,Overdue,0.93,4325255787962448,Bank of Baroda
2026,848,visa,20000,3480,2024-05-31,2024-06-30,Pending,0.17,4122718197025325,Bajaj Finserv
2027,1510,mastercard,500000,121390,2024-10-08,2024-11-07,Overdue,0.24,2720880362451718,Yes Bank
2028,1510,visa,25000,23860,2024-07-10,2024-08-09,Pending,0.95,4573784820464087,Central Bank of India
2029,1422,visa,15000,10025,2024-07-09,2024-08-08,Pending,0.67,4774452439446203,Axis Bank
2030,1422,visa,400000,38210,2024-10-05,2024-11-04,Pending,0.1,4550749943873016,Bank of India
2031,1422,visa,25000,10523,2024-03-19,2024-04-18,Paid,0.42,4912972487908526,IDBI Bank
2032,22,mastercard,25000,20886,2024-06-05,2024-07-05,Overdue,0.84,2710275428937028,Federal Bank
2033,22,visa,30000,8273,2024-06-30,2024-07-30,Pending,0.28,4972083784037212,IDBI Bank
2034,1201,mastercard,30000,6592,2024-06-09,2024-07-09,Overdue,0.22,2464295318408706,Bank of Baroda
2035,1070,mastercard,150000,50409,2024-05-27,2024-06-26,Paid,0.34,5272575383246239,Bank of Maharashtra
2036,1070,visa,300000,50439,2024-01-20,2024-02-19,Paid,0.17,4482962710527672,ICICI
2037,1070,discover,15000,5891,2024-01-26,2024-02-25,Pending,0.39,6534850732328513,Bank of Maharashtra
2038,180,visa,50000,12144,2024-04-10,2024-05-10,Overdue,0.24,4932648407609834,RBL Bank
2039,627,mastercard,30000,27276,2024-05-28,2024-06-27,Paid,0.91,2720040005755716,Bank of Maharashtra
